time,open,high,low,close,Volume,Volume MA
1449446400,388.54,399.91,381.01,395.58,NaN,NaN
1449532800,395.57,418.87,388.33,417.89,NaN,NaN
1449619200,416.67,424.95,400,416.98,NaN,NaN
1449705600,416.69,419.79,408.91,415.57,NaN,NaN
1449792000,415.57,454.48,415.13,453.04,NaN,NaN
1449878400,453.12,467.8,403,436.19,NaN,NaN
1449964800,436.08,442.97,422.03,433.07,NaN,NaN
1450051200,433.13,448.12,428.42,443.36,NaN,NaN
1450137600,443.3,464.99,442.94,464.53,NaN,NaN
1450224000,464.53,465,436.89,455.87,NaN,NaN
1450310400,455.61,458.84,448.75,456.17,NaN,NaN
1450396800,442.08,466.64,439.19,462.46,NaN,NaN
1450483200,463.7,465.9,452.03,461.8,NaN,NaN
1450569600,461.89,462,433.83,442.54,NaN,NaN
1450656000,442.47,450,425.52,438.07,NaN,NaN
1450742400,438.14,443.58,433.06,435.48,NaN,NaN
1450828800,435.65,445.52,434.43,442.56,NaN,NaN
1450915200,443.01,459.54,443.01,455,NaN,NaN
1451001600,455.78,458.33,448,455.51,NaN,NaN
1451088000,455.5,457.45,407.25,417.39,NaN,NaN
1451174400,417.11,425.42,410.5,421.76,NaN,NaN
1451260800,421.78,429.86,417.01,421.46,NaN,NaN
1451347200,420.81,433.33,418.55,431.82,NaN,NaN
1451433600,431.7,434.97,420.75,425.84,NaN,NaN
1451520000,426.09,433.89,419.99,430.89,NaN,NaN
1451606400,430.89,436,427.2,433.82,NaN,NaN
1451692800,434.87,435.99,430.42,433.55,NaN,NaN
1451779200,433.2,434.09,424.06,431.04,NaN,NaN
1451865600,431.54,435.86,428.44,434.17,NaN,NaN
1451952000,433.31,435.39,429.5,432.43,NaN,NaN
1452038400,432.45,432.67,426.54,429.56,NaN,NaN
1452124800,429.99,459.16,429.25,457,NaN,NaN
1452211200,456.87,465,444.51,452.7,NaN,NaN
1452297600,452.02,454,446.68,448.84,NaN,NaN
1452384000,448.84,449.89,440.8,448.79,NaN,NaN
1452470400,448.2,451.13,438,448,NaN,NaN
1452556800,448,448,434.35,434.85,NaN,NaN
1452643200,434.85,438.35,424.5,432.64,NaN,NaN
1452729600,432.64,434,427,429.55,NaN,NaN
1452816000,429.55,429.8,360,360,NaN,NaN
1452902400,360.62,392.07,352,386.91,NaN,NaN
1452988800,387.8,391.14,376,380.16,NaN,NaN
1453075200,379.94,388.5,373.63,385.49,NaN,NaN
1453161600,385.47,386.92,375.59,376.76,NaN,NaN
1453248000,376.9,422.98,372.53,416.32,NaN,NaN
1453334400,418.9,421.25,404.59,409.59,NaN,NaN
1453420800,409.42,410.07,374.45,382.55,NaN,NaN
1453507200,382.85,395,381.05,386.4,NaN,NaN
1453593600,386.37,405.97,385.36,402.16,NaN,NaN
1453680000,402.16,402.31,385.5,390.9,NaN,NaN
1453766400,390.1,397.7,386.2,391.77,NaN,NaN
1453852800,391.77,397,390.31,394.95,NaN,NaN
1453939200,394.62,395.56,376,379.75,NaN,NaN
1454025600,379.55,383.99,363.73,378.22,NaN,NaN
1454112000,378.12,380.42,372.95,375.64,NaN,NaN
1454198400,376.38,379.3,364.7,368.49,NaN,NaN
1454284800,368.49,378.2,366.53,371.81,NaN,NaN
1454371200,371.79,375,369.73,373.05,NaN,NaN
1454457600,373.05,374,365,368.38,NaN,NaN
1454544000,368.4,391.88,367.95,387.82,NaN,NaN
1454630400,388,389.5,382.99,385,NaN,NaN
1454716800,384.97,384.98,371.35,375.39,NaN,NaN
1454803200,375.39,380,373.04,375,NaN,NaN
1454889600,375,378.99,369.99,370.91,NaN,NaN
1454976000,370.95,377,369.12,373.2,NaN,NaN
1455062400,373.69,383.85,372.12,379.66,NaN,NaN
1455148800,379.34,380.5,373.54,377.98,NaN,NaN
1455235200,377.98,383.48,377.07,383.27,NaN,NaN
1455321600,383,390.99,382,390.99,NaN,NaN
1455408000,390.99,406.71,390.59,405,NaN,NaN
1455494400,405.5,409.71,393.4,399.28,NaN,NaN
1455580800,399.5,407.8,396,407.51,NaN,NaN
1455667200,407.51,421.11,404,415.54,NaN,NaN
1455753600,415.59,424.9,413.4,421.18,NaN,NaN
1455840000,421.15,422,414,419.54,NaN,NaN
1455926400,419.98,443.96,419.5,434.63,NaN,NaN
1456012800,434.63,447.99,426,438.5,NaN,NaN
1456099200,438.33,439.5,431.15,438.27,NaN,NaN
1456185600,438.26,440,414,419.1,NaN,NaN
1456272000,419.1,424.28,409.07,423.78,NaN,NaN
1456358400,423.79,426.75,415.79,423.51,NaN,NaN
1456444800,423.38,432,418.01,432,NaN,NaN
1456531200,432,435,428.22,431.07,NaN,NaN
1456617600,431.07,435,422.29,431.68,NaN,NaN
1456704000,430.26,440.99,428.12,435.23,NaN,NaN
1456790400,436.75,437.5,427.01,432.5,NaN,NaN
1456876800,433.33,434.5,421.31,423.45,NaN,NaN
1456963200,422.4,424.47,415.85,420.29,NaN,NaN
1457049600,420.29,423.9,406.02,408.01,NaN,NaN
1457136000,408.18,408.98,382,399.83,NaN,NaN
1457222400,399.77,412.31,393.11,406.23,NaN,NaN
1457308800,406.15,414.96,403.03,414.01,NaN,NaN
1457395200,413.96,414.99,408.46,411.75,NaN,NaN
1457481600,412.14,413.51,408.75,413,NaN,NaN
1457568000,412.99,416.9,409.31,416,NaN,NaN
1457654400,416,421.91,415.11,419.13,NaN,NaN
1457740800,419.14,420.93,406.59,410.9,NaN,NaN
1457827200,409.95,417,409.67,413.04,NaN,NaN
1457913600,412.99,415.22,410.5,414.99,NaN,NaN
1458000000,414.83,417.43,412.15,415.85,NaN,NaN
1458086400,415.84,416.82,413.15,416.57,NaN,NaN
1458172800,416.52,419,415.66,418.49,NaN,NaN
1458259200,418.47,418.49,403.34,407.91,NaN,NaN
1458345600,407.5,409.95,404.1,409.04,NaN,NaN
1458432000,408.36,412,406.6,411.28,NaN,NaN
1458518400,410.62,411.96,406.5,411.67,NaN,NaN
1458604800,411.15,416.99,410.35,416.64,NaN,NaN
1458691200,416.39,419,413.44,417.62,NaN,NaN
1458777600,417.62,418.15,412.85,415.17,NaN,NaN
1458864000,415.17,416.92,412,415.7,NaN,NaN
1458950400,415.6,416.99,414,416.96,NaN,NaN
1459036800,416.96,416.99,416.06,416.64,NaN,NaN
1459123200,424.62,424.77,420.32,422.87,NaN,NaN
1459209600,422.87,424.37,407.22,415.95,NaN,NaN
1459296000,415.43,415.93,408.59,413.74,NaN,NaN
1459382400,413.68,416.99,411.4,414.66,NaN,NaN
1459468800,414.66,416.99,413.42,416.31,NaN,NaN
1459555200,416.31,420,416.01,419,NaN,NaN
1459641600,419.35,419.48,416.1,419.11,NaN,NaN
1459728000,418.51,419.85,416,418.75,NaN,NaN
1459814400,418.81,423,416.61,422.71,NaN,NaN
1459900800,422.71,422.9,420,421.03,NaN,NaN
1459987200,420.62,421.99,418.09,420,NaN,NaN
1460073600,419.99,423.99,416.26,417.75,NaN,NaN
1460160000,417.75,418.71,412,418.24,NaN,NaN
1460246400,418.59,418.72,417.98,418.36,NaN,NaN
1460332800,420.4,422.8,418,422.69,NaN,NaN
1460419200,422.79,426.67,421,425.54,NaN,NaN
1460505600,425.32,426,422.27,423.93,NaN,NaN
1460592000,424.5,425.35,423.02,424.86,NaN,NaN
1460678400,424.4,430,423.07,429.45,NaN,NaN
1460764800,429.29,432.87,381.47,430.69,NaN,NaN
1460851200,430.18,430.91,377.87,427.42,NaN,NaN
1460937600,427.15,430.01,425.8,428.14,NaN,NaN
1461024000,428.14,436.82,378.98,435.63,NaN,NaN
1461110400,435.7,444,433.11,442.13,NaN,NaN
1461196800,441.99,452.11,440,451,NaN,NaN
1461283200,451,451.36,442.96,447.7,NaN,NaN
1461369600,447.16,452.19,444.46,451.92,NaN,NaN
1461456000,451.92,470.02,447.06,460.02,NaN,NaN
1461542400,460.03,469.47,406,462.33,NaN,NaN
1461628800,462.29,469.87,462.13,467.42,NaN,NaN
1461715200,467.39,469.03,410,445.38,NaN,NaN
1461801600,445.39,451,435,449.14,NaN,NaN
1461888000,449.94,456.53,445.62,456.53,NaN,NaN
1461974400,456.53,456.9,393.15,448.37,NaN,NaN
1462060800,448.43,453.78,446.84,453,NaN,NaN
1462147200,452.99,453.8,438.59,444.06,NaN,NaN
1462233600,444.06,452,440.78,450.61,NaN,NaN
1462320000,451.18,451.68,444.15,446.63,NaN,NaN
1462406400,447.36,450,445.11,448.5,NaN,NaN
1462492800,448.5,463.97,447.03,458.48,NaN,NaN
1462579200,458.98,461,455.95,458.07,NaN,NaN
1462665600,458.97,459.69,455.95,458.21,NaN,NaN
1462752000,457.75,464.79,455.62,460.82,NaN,NaN
1462838400,461.49,463,447.38,451.62,NaN,NaN
1462924800,450.88,457.99,450.32,452.91,NaN,NaN
1463011200,452.95,455.25,448.88,455.2,NaN,NaN
1463097600,455.2,456.82,452.04,455.91,NaN,NaN
1463184000,456.42,457.25,453.51,455.57,NaN,NaN
1463270400,456.3,458.08,454.72,457.56,NaN,NaN
1463356800,457.56,458,451.11,454,NaN,NaN
1463443200,454,456.09,452,453.08,NaN,NaN
1463529600,452.96,455.68,452,452.92,NaN,NaN
1463616000,452.47,453.85,435.03,436.3,NaN,NaN
1463702400,436.3,444.41,435.06,442.72,NaN,NaN
1463788800,442.84,443.98,435.28,443.31,NaN,NaN
1463875200,442.72,443.47,435,438.8,NaN,NaN
1463961600,438.72,442.99,436.4,442.99,NaN,NaN
1464048000,442.63,446.37,441,443.97,NaN,NaN
1464134400,445.31,449.6,444.26,448.7,NaN,NaN
1464220800,448.27,452.98,446.8,452.07,NaN,NaN
1464307200,452.07,478.16,452.07,472.05,NaN,NaN
1464393600,470.58,529.08,468,519.41,NaN,NaN
1464480000,522.13,540,485,517.84,NaN,NaN
1464566400,517.6,535,510.01,527.64,NaN,NaN
1464652800,527.64,548.5,515,531.84,NaN,NaN
1464739200,532.37,542.87,525.49,536.95,NaN,NaN
1464825600,536.95,540,529.13,538,NaN,NaN
1464912000,538,578.37,535.74,569.94,NaN,NaN
1464998400,569.93,588.71,558.54,573.8,NaN,NaN
1465084800,573.5,582,566,573.91,NaN,NaN
1465171200,573.8,586.02,573.8,584.5,NaN,NaN
1465257600,584.12,594.44,563,577.54,NaN,NaN
1465344000,577.48,584.25,571.86,583.03,NaN,NaN
1465430400,583.01,583.1,572.97,575.01,NaN,NaN
1465516800,576.06,580,572,578.01,NaN,NaN
1465603200,576.53,611,575.93,610,NaN,NaN
1465689600,610,683.02,603.21,672.13,NaN,NaN
1465776000,668.73,725,655.02,704.49,NaN,NaN
1465862400,703.81,704.5,655,685.25,NaN,NaN
1465948800,685.25,695.77,672.12,695,NaN,NaN
1466035200,695,773.07,689.8,766.62,NaN,NaN
1466121600,767.37,778.7,706.37,745.22,NaN,NaN
1466208000,745,778.85,723.02,754.83,NaN,NaN
1466294400,753.47,764.93,740.11,761.44,NaN,NaN
1466380800,759.12,763.99,723.4,730.85,NaN,NaN
1466467200,725,728.18,625,667.54,NaN,NaN
1466553600,665.36,677.63,588.03,601.3,NaN,NaN
1466640000,600.51,632.67,540.17,624.91,NaN,NaN
1466726400,622.59,683.88,620.82,661.71,NaN,NaN
1466812800,660.76,684.45,639.4,659.86,NaN,NaN
1466899200,658.8,662.9,656.15,657.79,NaN,NaN
1466985600,630.16,658,618.03,657.5,NaN,NaN
1467072000,657.49,665.51,635.5,646.08,NaN,NaN
1467158400,644.33,645,621.09,634.11,NaN,NaN
1467244800,635.91,671.22,628.06,667.95,NaN,NaN
1467331200,666.33,684.1,659.71,674.86,NaN,NaN
1467417600,674.55,704.93,672.74,702.48,NaN,NaN
1467504000,702.48,704.99,646.29,658.27,NaN,NaN
1467590400,659.77,682.35,640.1,680.35,NaN,NaN
1467676800,678.74,682.36,661.57,668.94,NaN,NaN
1467763200,669.09,679,662.13,674.7,NaN,NaN
1467849600,674.7,678.43,605.5,638.19,NaN,NaN
1467936000,638.89,665.99,635,663,NaN,NaN
1468022400,663,663.99,626,647.78,NaN,NaN
1468108800,647.78,650.88,636.8,648.76,NaN,NaN
1468195200,648.77,659.6,639.31,649.32,NaN,NaN
1468281600,649.32,678,646.05,663.52,NaN,NaN
1468368000,663.52,669.97,651.03,655.06,NaN,NaN
1468454400,652.24,664.93,650.01,659.1,NaN,NaN
1468540800,660.3,670.01,658.41,664.6,NaN,NaN
1468627200,664.6,666.67,655,662.45,NaN,NaN
1468713600,662.45,684.19,661.35,679.54,NaN,NaN
1468800000,679.54,682.21,666.12,672.1,NaN,NaN
1468886400,673.45,675.81,666,673.48,NaN,NaN
1468972800,674.8,675,660,667.03,NaN,NaN
1469059200,667.01,667.1,660.1,663.99,NaN,NaN
1469145600,663.25,666.3,645,649.95,NaN,NaN
1469232000,647.88,656.77,646,655.52,NaN,NaN
1469318400,655.52,665,651.99,661.47,NaN,NaN
1469404800,659.64,661.99,652.28,654.96,NaN,NaN
1469491200,655,656.94,645.01,651.24,NaN,NaN
1469577600,651.22,659.98,646.31,653.48,NaN,NaN
1469664000,655.13,657.89,652.41,653.07,NaN,NaN
1469750400,654.84,657.48,653,654.61,NaN,NaN
1469836800,654.88,657.5,652.19,654.67,NaN,NaN
1469923200,654.02,654.71,614.97,623.83,NaN,NaN
1470009600,622.5,630,603.63,606.35,NaN,NaN
1470096000,606.84,613.03,465.28,540.03,NaN,NaN
1470182400,540,572.34,521,563.42,NaN,NaN
1470268800,563.99,583.97,552,576.13,NaN,NaN
1470355200,578.14,578.2,562,572.5,NaN,NaN
1470441600,572.98,592,562.56,589.48,NaN,NaN
1470528000,589.47,598.82,582.12,592.47,NaN,NaN
1470614400,592.47,594,583.58,591.88,NaN,NaN
1470700800,591.85,591.85,579.43,582.75,NaN,NaN
1470787200,582.71,603,580.01,590.27,NaN,NaN
1470873600,590.46,597.78,585.22,585.22,NaN,NaN
1470960000,585.25,591.19,580.47,585.91,NaN,NaN
1471046400,585.34,589.98,581.71,583.52,NaN,NaN
1471132800,583.54,583.92,556.24,568.76,NaN,NaN
1471219200,568.76,573.69,554.9,565.55,NaN,NaN
1471305600,564.2,579.8,563,574.99,NaN,NaN
1471392000,574.95,577.86,566.02,570.91,NaN,NaN
1471478400,570.91,575.87,568.79,571.49,NaN,NaN
1471564800,571.51,574.86,552.3,572.91,NaN,NaN
1471651200,572.98,581.02,568.52,577.88,NaN,NaN
1471737600,577.7,583.99,576.01,577.55,NaN,NaN
1471824000,577.55,585.95,572.5,582.78,NaN,NaN
1471910400,582.78,584.99,576,580.23,NaN,NaN
1471996800,580.27,582.1,575.4,577.58,NaN,NaN
1472083200,577.65,578.75,571.16,575.71,NaN,NaN
1472169600,575.75,582.46,574.1,578.78,NaN,NaN
1472256000,577.92,579.09,564.81,568.31,NaN,NaN
1472342400,567.51,573.34,566.8,573.2,NaN,NaN
1472428800,573.2,575,568.6,571.5,NaN,NaN
1472515200,570.74,576.5,568.55,575.91,NaN,NaN
1472601600,575.88,576.49,568.4,570.75,NaN,NaN
1472688000,570.75,572.86,566.86,571.05,NaN,NaN
1472774400,571.05,574.2,567.03,572,NaN,NaN
1472860800,572,598.64,569.01,595.01,NaN,NaN
1472947200,596.25,609.05,590.88,603.72,NaN,NaN
1473033600,605.72,607.31,592.46,603.48,NaN,NaN
1473120000,604.98,609.74,601,608.16,NaN,NaN
1473206400,608.93,615.92,604.7,615.16,NaN,NaN
1473292800,614.44,628.98,611.66,625.67,NaN,NaN
1473379200,625.67,627.49,612.93,622.01,NaN,NaN
1473465600,622.01,625,618.67,621.65,NaN,NaN
1473552000,621.65,628.99,594.63,606.32,NaN,NaN
1473638400,604.08,609.15,602,608.04,NaN,NaN
1473724800,606.4,609.61,603.28,607.46,NaN,NaN
1473811200,607.45,610.69,605.98,608.5,NaN,NaN
1473897600,608.5,608.99,602.3,606.71,NaN,NaN
1473984000,606.65,608.99,603.5,605.69,NaN,NaN
1474070400,607.04,607.59,601.1,604.1,NaN,NaN
1474156800,602.93,609.06,601.97,608,NaN,NaN
1474243200,608,609.5,603,608.72,NaN,NaN
1474329600,608.73,608.88,601,601,NaN,NaN
1474416000,600.95,601.01,592.1,595.46,NaN,NaN
1474502400,595.46,596.42,592.5,595.41,NaN,NaN
1474588800,595.42,602.9,593,601.42,NaN,NaN
1474675200,600.47,603.59,597.76,599.33,NaN,NaN
1474761600,600.05,601.99,596,598.98,NaN,NaN
1474848000,598.95,607.27,596.1,606.47,NaN,NaN
1474934400,606.7,608.37,600.02,604.26,NaN,NaN
1475020800,604.26,605.3,601.41,603.95,NaN,NaN
1475107200,603.93,605.99,601,605.6,NaN,NaN
1475193600,605.59,608.39,603.15,608.23,NaN,NaN
1475280000,608.23,614.28,608.23,612.98,NaN,NaN
1475366400,612.98,613,605,608.6,NaN,NaN
1475452800,608.6,612.98,606.6,612.71,NaN,NaN
1475539200,612.84,612.84,604.99,607.19,NaN,NaN
1475625600,607.19,612,605.76,608.49,NaN,NaN
1475712000,608.01,610.5,607.09,610.25,NaN,NaN
1475798400,610.25,616.34,607.52,614.88,NaN,NaN
1475884800,614.88,616.99,612.5,614.34,NaN,NaN
1475971200,614.34,614.98,610,613.06,NaN,NaN
1476057600,612.12,616.47,612.12,616,NaN,NaN
1476144000,616.37,639,614.56,639,NaN,NaN
1476230400,638.3,640,628.76,634.5,NaN,NaN
1476316800,634.5,636,630,634.02,NaN,NaN
1476403200,635.16,639.99,630.45,638.2,NaN,NaN
1476489600,638.2,642,635.25,635.96,NaN,NaN
1476576000,635.26,641.4,635.18,638.97,NaN,NaN
1476662400,638.97,639.99,632.1,636.91,NaN,NaN
1476748800,636.96,637.8,631.52,635.95,NaN,NaN
1476835200,635.95,638.04,624.13,627.98,NaN,NaN
1476921600,627.84,630.22,625,628.89,NaN,NaN
1477008000,628.05,632.36,627.5,629,NaN,NaN
1477094400,628.99,656,628.57,654.52,NaN,NaN
1477180800,654.52,656,647.51,648.74,NaN,NaN
1477267200,648.71,652.25,640,648.6,NaN,NaN
1477353600,649.03,657.58,643,651.97,NaN,NaN
1477440000,651.97,677,651.69,675.11,NaN,NaN
1477526400,674.63,685.89,665.59,684.71,NaN,NaN
1477612800,684.68,687.23,677.05,685.91,NaN,NaN
1477699200,685.91,717.99,684.89,711.13,NaN,NaN
1477785600,711.1,711.78,691.49,697.23,NaN,NaN
1477872000,697.1,706.97,683.6,697.01,NaN,NaN
1477958400,697.04,737,695.38,726.6,NaN,NaN
1478044800,726.6,742,717.32,742,NaN,NaN
1478131200,742,745.19,670.32,685.22,NaN,NaN
1478217600,684.84,707.67,681,702.7,NaN,NaN
1478304000,702.95,707.34,694.71,703.46,NaN,NaN
1478390400,703.33,714.36,697.92,709.93,NaN,NaN
1478476800,709.92,709.92,698.26,702.86,NaN,NaN
1478563200,702.86,712.92,701.02,709.31,NaN,NaN
1478649600,708.17,740.86,705.45,721.5,NaN,NaN
1478736000,721.5,722,707,714.47,NaN,NaN
1478822400,714.48,720.94,712.24,716.39,NaN,NaN
1478908800,716.39,716.39,701,702.28,NaN,NaN
1478995200,701.17,702.89,683.23,700.38,NaN,NaN
1479081600,700.38,705.89,697.14,703.82,NaN,NaN
1479168000,704.98,716.54,703.05,711.06,NaN,NaN
1479254400,711.07,742.87,708.44,739.71,NaN,NaN
1479340800,739.71,749.98,732.22,735.24,NaN,NaN
1479427200,736,752.95,731.31,748.98,NaN,NaN
1479513600,748.98,755.07,742.63,750.75,NaN,NaN
1479600000,750.09,753.82,714,727.09,NaN,NaN
1479686400,727.09,739.2,727.03,736.76,NaN,NaN
1479772800,736.92,750,730.27,749.22,NaN,NaN
1479859200,749.13,749.98,729.92,740.18,NaN,NaN
1479945600,740.18,741.15,729,735.63,NaN,NaN
1480032000,735.63,737.07,728,737.07,NaN,NaN
1480118400,736.96,737.56,722.3,729.91,NaN,NaN
1480204800,729.91,732,722.44,727.32,NaN,NaN
1480291200,727.32,732.44,724.1,729.54,NaN,NaN
1480377600,730.99,733.29,721,730.76,NaN,NaN
1480464000,730.72,744.49,727,742.06,NaN,NaN
1480550400,742.06,754.98,740.18,751.54,NaN,NaN
1480636800,751.55,778.07,750.77,769.99,NaN,NaN
1480723200,770.91,770.99,752.41,760.75,NaN,NaN
1480809600,762.97,762.97,752.41,762,NaN,NaN
1480896000,762,762.09,743,750.24,NaN,NaN
1480982400,749.51,759.9,747.99,758.98,NaN,NaN
1481068800,758.97,769.61,751.78,763.99,NaN,NaN
1481155200,764.05,772.01,762.29,766.84,NaN,NaN
1481241600,766.84,773.99,766.29,769.57,NaN,NaN
1481328000,769.57,774.12,768.11,772.28,NaN,NaN
1481414400,772.28,772.28,764.01,768.97,NaN,NaN
1481500800,768.97,779,768.96,776.9,NaN,NaN
1481587200,777,793.27,765.1,775.35,NaN,NaN
1481673600,775.75,781,770.74,777.09,NaN,NaN
1481760000,777.03,779.08,771,775.89,NaN,NaN
1481846400,776.3,782.46,771.24,781.32,NaN,NaN
1481932800,781.32,790.88,780.36,788.52,NaN,NaN
1482019200,788.3,790.99,780,788.67,NaN,NaN
1482105600,788.34,794.39,787.01,791,NaN,NaN
1482192000,791.03,803,787.1,798.61,NaN,NaN
1482278400,798.65,834.97,796.82,832.75,NaN,NaN
1482364800,832.02,875,827.29,859.96,NaN,NaN
1482451200,858.94,920,858.93,914,NaN,NaN
1482537600,914.48,918.5,878.89,892.61,NaN,NaN
1482624000,892.61,894.97,859,890.67,NaN,NaN
1482710400,890.65,905.18,888,897.1,NaN,NaN
1482796800,897.82,936.42,891,930.34,NaN,NaN
1482883200,930.34,976.48,929.49,976.46,NaN,NaN
1482969600,976.47,980.74,950,969.58,NaN,NaN
1483056000,969.99,970,931,959.54,NaN,NaN
1483142400,959.54,966.37,944.11,966.3,NaN,NaN
1483228800,966.34,1005,960.53,997.75,NaN,NaN
1483315200,997.75,1032,990.01,1012.54,NaN,NaN
1483401600,1011.44,1039,999.99,1035.24,NaN,NaN
1483488000,1035.51,1139.89,1028.56,1114.92,NaN,NaN
1483574400,1114.38,1136.72,885.41,1004.74,NaN,NaN
1483660800,1004.73,1026.99,871,893.89,NaN,NaN
1483747200,894.02,907.05,812.28,906.2,NaN,NaN
1483833600,906.2,941.81,881.3,909.75,NaN,NaN
1483920000,909.8,912.87,875,896.23,NaN,NaN
1484006400,896.09,912.47,889.41,905.05,NaN,NaN
1484092800,905.24,918.4,755,778.62,NaN,NaN
1484179200,778.7,832.99,751.34,807.47,NaN,NaN
1484265600,807.51,831.4,775,825.86,NaN,NaN
1484352000,825.98,837.76,810,818.27,NaN,NaN
1484438400,819.52,823.45,808,821.86,NaN,NaN
1484524800,821.86,835,818.09,831.81,NaN,NaN
1484611200,831.76,908.5,827,905.99,NaN,NaN
1484697600,905.95,915.99,851.74,887.7,NaN,NaN
1484784000,887.69,910,878.89,901.01,NaN,NaN
1484870400,902.23,902.43,880,895.8,NaN,NaN
1484956800,895.81,928,895,921.98,NaN,NaN
1485043200,921.98,937.74,886.76,923.76,NaN,NaN
1485129600,923.75,927.57,913.21,913.52,NaN,NaN
1485216000,913.15,923,881.48,885.47,NaN,NaN
1485302400,885.47,904.01,884.5,893.43,NaN,NaN
1485388800,893.25,919.49,892.86,914.83,NaN,NaN
1485475200,914.95,924.88,908.01,918.02,NaN,NaN
1485561600,918.02,920.99,913.08,918.6,NaN,NaN
1485648000,918.6,919.99,910.45,912.01,NaN,NaN
1485734400,913.12,923,910,919.99,NaN,NaN
1485820800,919.99,970,917.5,963.99,NaN,NaN
1485907200,963.99,986.96,962,983.67,NaN,NaN
1485993600,983.79,1011.65,973.12,1009.17,NaN,NaN
1486080000,1009.15,1022.64,987.01,1016.99,NaN,NaN
1486166400,1015.06,1044.23,1004,1033.18,NaN,NaN
1486252800,1033.72,1034.6,1004.7,1011.07,NaN,NaN
1486339200,1010.03,1031.94,1005.1,1023.99,NaN,NaN
1486425600,1024,1056.25,1021.3,1052.48,NaN,NaN
1486512000,1052.48,1070,1025,1050.4,NaN,NaN
1486598400,1051.73,1074.69,913.73,986,NaN,NaN
1486684800,985.71,1010.68,950,996.08,NaN,NaN
1486771200,995.49,1020,987.62,1012.4,NaN,NaN
1486857600,1011.01,1011.97,991.98,1000.73,NaN,NaN
1486944000,1000.73,1007.89,975.1,1000.79,NaN,NaN
1487030400,1000.74,1019,987.97,1008.88,NaN,NaN
1487116800,1008.88,1013.8,1000.97,1011.53,NaN,NaN
1487203200,1011.53,1043.21,1010.75,1032.7,NaN,NaN
1487289600,1032.91,1064.99,1031.98,1055.46,NaN,NaN
1487376000,1055.75,1068.99,1046.14,1056.4,NaN,NaN
1487462400,1056.4,1061.9,1039.07,1051.8,NaN,NaN
1487548800,1051.8,1089.99,1044.39,1084,NaN,NaN
1487635200,1084,1126.86,1077,1124.62,NaN,NaN
1487721600,1124.83,1143,1098.16,1130.01,NaN,NaN
1487808000,1130.02,1193.92,1120.73,1188.11,NaN,NaN
1487894400,1183.53,1220,1091.1,1180.14,NaN,NaN
1487980800,1180.05,1184.73,1127,1152.2,NaN,NaN
1488067200,1152.11,1184.97,1133,1179.05,NaN,NaN
1488153600,1180.46,1197.99,1169,1194.64,NaN,NaN
1488240000,1194.64,1209.99,1176.27,1191.21,NaN,NaN
1488326400,1191.16,1231,1188.3,1226.39,NaN,NaN
1488412800,1228,1283.25,1215,1257.04,NaN,NaN
1488499200,1257.6,1298,1255,1285.33,NaN,NaN
1488585600,1287.38,1289.55,1230,1260,NaN,NaN
1488672000,1260,1275,1240,1273,NaN,NaN
1488758400,1269.98,1285,1251,1278.49,NaN,NaN
1488844800,1278.49,1281.62,1175.97,1233.05,NaN,NaN
1488931200,1233.86,1245.49,1145.5,1150.05,NaN,NaN
1489017600,1149.34,1208,1135.01,1190.89,NaN,NaN
1489104000,1190.99,1350,975,1116.97,NaN,NaN
1489190400,1111.55,1198,1106.51,1176.55,NaN,NaN
1489276800,1176.58,1241.85,1170.9,1226.62,NaN,NaN
1489363200,1226.42,1249.02,1215.43,1242.46,NaN,NaN
1489449600,1242.46,1260,1226.5,1245.86,NaN,NaN
1489536000,1245.82,1260,1238.32,1257.32,NaN,NaN
1489622400,1258.75,1258.96,1130,1172.62,NaN,NaN
1489708800,1172,1173.23,1063,1071.02,NaN,NaN
1489795200,1068.16,1099,944.36,969.4,NaN,NaN
1489881600,969.4,1063.7,969.4,1017.97,NaN,NaN
1489968000,1012.88,1052.99,1010.01,1035.96,NaN,NaN
1490054400,1036.23,1117.9,1034.92,1114.39,NaN,NaN
1490140800,1114.39,1114.39,988,1037.56,NaN,NaN
1490227200,1037.6,1054.4,1010.69,1029.65,NaN,NaN
1490313600,1030.84,1032,920,929.06,NaN,NaN
1490400000,928.1,963.36,891.33,956.02,NaN,NaN
1490486400,956.02,997,937.52,960,NaN,NaN
1490572800,959.08,1043,952.95,1039.92,NaN,NaN
1490659200,1039.09,1068.26,1014.9,1043.99,NaN,NaN
1490745600,1042.83,1059.43,1008.16,1035.96,NaN,NaN
1490832000,1037.29,1050.17,1017.14,1033.7,NaN,NaN
1490918400,1033.79,1081,1031.43,1070.31,NaN,NaN
1491004800,1071.34,1097,1061.64,1083.94,NaN,NaN
1491091200,1083.95,1100,1066.49,1078.01,NaN,NaN
1491177600,1076.59,1152,1076.19,1144.77,NaN,NaN
1491264000,1146.42,1162.93,1118.85,1143,NaN,NaN
1491350400,1143,1145,1111,1134.58,NaN,NaN
1491436800,1134.86,1201.37,1134.36,1190.85,NaN,NaN
1491523200,1190.72,1202,1176,1190.66,NaN,NaN
1491609600,1190.66,1197.3,1166.66,1184.03,NaN,NaN
1491696000,1184.05,1216.87,1173.98,1206.2,NaN,NaN
1491782400,1205.2,1219.71,1195,1209.25,NaN,NaN
1491868800,1209.99,1229,1198.02,1218.99,NaN,NaN
